jenis_sepatu,suhu,kelembapan,tingkat_kebasahan,ketebalan_bahan,waktu
Mesh,43.3,64.1,ringan,sedang,116
Mesh,38.2,74.6,ringan,sedang,129
Mesh,45.5,74.4,ringan,sedang,120
Mesh,41.7,73.6,ringan,sedang,114
Mesh,45.5,69.7,ringan,tebal,131
Mesh,38.6,68.0,ringan,tebal,146
Mesh,44.8,60.6,ringan,tebal,126
Mesh,38.9,77.4,ringan,tebal,156
Mesh,43.0,81.9,ringan,tebal,144
Mesh,40.3,64.4,ringan,tebal,148
Mesh,44.0,80.2,ringan,tebal,136
Mesh,41.0,79.4,ringan,tebal,146
Mesh,40.7,83.3,ringan,tebal,145
Mesh,44.0,78.9,ringan,tebal,142
Canvas,38.8,82.6,sangat_basah,tipis,205
Canvas,40.6,82.4,sangat_basah,tipis,192
Canvas,41.1,60.3,sangat_basah,tipis,188
Canvas,45.6,74.3,sangat_basah,tipis,174
Canvas,43.1,71.2,sangat_basah,tipis,176
Canvas,43.4,78.8,sangat_basah,tipis,175
Canvas,44.3,79.7,sangat_basah,tipis,180
Canvas,38.5,73.7,sangat_basah,tipis,191
Canvas,41.5,82.2,sangat_basah,tipis,184
Canvas,39.1,79.0,sangat_basah,tipis,194
Canvas,42.9,62.5,sangat_basah,sedang,197
Canvas,38.6,80.5,sangat_basah,sedang,209
Canvas,43.6,62.0,sangat_basah,sedang,185
Canvas,44.5,83.7,sangat_basah,sedang,187
Canvas,45.9,78.8,sangat_basah,sedang,186
Canvas,44.2,74.0,sangat_basah,sedang,193
Canvas,41.4,82.7,sangat_basah,sedang,204
Canvas,38.1,71.7,sangat_basah,sedang,206
Canvas,38.5,63.0,sangat_basah,sedang,211
Canvas,44.0,74.6,sangat_basah,sedang,190
Canvas,45.7,69.4,sangat_basah,tebal,213
Canvas,39.8,84.1,sangat_basah,tebal,227
Canvas,38.1,84.2,sangat_basah,tebal,236
Canvas,38.6,73.8,sangat_basah,tebal,231
Canvas,45.8,73.1,sangat_basah,tebal,218
Canvas,41.6,75.7,sangat_basah,tebal,228
Canvas,42.7,82.5,sangat_basah,tebal,234
Canvas,40.2,64.7,sangat_basah,tebal,219
Canvas,41.7,68.8,sangat_basah,tebal,216
Canvas,45.8,84.7,sangat_basah,tebal,212
Canvas,43.6,73.4,basah,tipis,167
Canvas,43.5,64.1,basah,tipis,156
Canvas,45.3,80.6,basah,tipis,149
Canvas,45.5,81.7,basah,tipis,168
Canvas,38.4,60.7,basah,tipis,181
Canvas,45.9,63.8,basah,tipis,149
Canvas,42.8,69.5,basah,tipis,162
Canvas,41.3,66.8,basah,tipis,174
Canvas,38.5,81.6,basah,tipis,178
Canvas,44.2,83.6,basah,tipis,161
Canvas,44.8,66.2,basah,sedang,164
Canvas,45.6,75.2,basah,sedang,169
Canvas,39.8,76.8,basah,sedang,179
Canvas,38.9,76.8,basah,sedang,198
Canvas,42.2,79.3,basah,sedang,188
Canvas,42.4,74.0,basah,sedang,180
Canvas,45.0,70.1,basah,sedang,175
Canvas,43.6,65.3,basah,sedang,182
Canvas,39.1,60.4,basah,sedang,193
Canvas,41.1,70.9,basah,sedang,172
Canvas,45.2,68.7,basah,tebal,199
Canvas,41.2,75.6,basah,tebal,204
Canvas,44.9,83.7,basah,tebal,184
Canvas,41.7,84.5,basah,tebal,203
Canvas,41.9,68.2,basah,tebal,192
Canvas,38.6,63.2,basah,tebal,213
Canvas,39.0,63.8,basah,tebal,210
Canvas,39.5,68.6,basah,tebal,202
Canvas,45.2,71.8,basah,tebal,185
Canvas,39.5,61.0,basah,tebal,209
Canvas,39.4,67.0,sedang,tipis,152
Canvas,39.7,69.1,sedang,tipis,146
Canvas,42.0,77.3,sedang,tipis,142
Canvas,45.0,83.0,sedang,tipis,140
Canvas,38.5,66.9,sedang,tipis,159
Canvas,39.5,65.2,sedang,tipis,156
Canvas,41.0,72.1,sedang,tipis,139
Canvas,41.7,78.7,sedang,tipis,156
Canvas,38.3,66.3,sedang,tipis,159
Canvas,42.1,73.3,sedang,tipis,147
Canvas,38.9,71.2,sedang,sedang,160
Canvas,40.2,69.4,sedang,sedang,167
Canvas,38.2,68.1,sedang,sedang,167
Canvas,39.0,82.3,sedang,sedang,165
Canvas,42.7,77.0,sedang,sedang,159
Canvas,38.7,73.4,sedang,sedang,179
Canvas,42.7,78.6,sedang,sedang,153
Canvas,40.3,69.1,sedang,sedang,164
Canvas,43.2,74.3,sedang,sedang,149
Canvas,38.8,63.8,sedang,sedang,172
Canvas,40.0,64.0,sedang,tebal,181
Canvas,39.4,82.4,sedang,tebal,185
Canvas,38.6,73.1,sedang,tebal,192
Canvas,38.9,69.9,sedang,tebal,189
Canvas,45.8,81.6,sedang,tebal,167
Canvas,39.4,76.7,sedang,tebal,194
Canvas,45.4,73.9,sedang,tebal,161
Canvas,44.2,64.7,sedang,tebal,176
Canvas,40.6,70.6,sedang,tebal,175
Canvas,38.9,75.3,sedang,tebal,191
Canvas,40.3,74.5,ringan,tipis,131
Canvas,42.3,61.3,ringan,tipis,115
Canvas,40.7,63.4,ringan,tipis,134
Canvas,40.0,77.0,ringan,tipis,129
Canvas,44.1,74.9,ringan,tipis,105
Canvas,40.8,83.2,ringan,tipis,126
Canvas,44.6,84.1,ringan,tipis,122
Canvas,45.5,64.5,ringan,tipis,110
Canvas,38.5,78.5,ringan,tipis,144
Canvas,39.1,79.9,ringan,tipis,137
Canvas,39.6,64.1,ringan,sedang,148
Canvas,43.3,73.1,ringan,sedang,134
Canvas,40.9,81.9,ringan,sedang,153
Canvas,41.5,69.4,ringan,sedang,139
Canvas,41.7,67.5,ringan,sedang,141
Canvas,39.9,82.5,ringan,sedang,159
Canvas,41.1,73.6,ringan,sedang,145
Canvas,38.9,83.5,ringan,sedang,157
Canvas,43.0,68.4,ringan,sedang,139
Canvas,43.0,73.3,ringan,sedang,135
Canvas,45.2,79.7,ringan,tebal,150
Canvas,40.0,78.6,ringan,tebal,163
Canvas,38.3,74.2,ringan,tebal,175
Canvas,40.7,80.5,ringan,tebal,168
Canvas,38.9,81.2,ringan,tebal,170
Canvas,44.4,63.7,ringan,tebal,146
Canvas,39.8,78.1,ringan,tebal,173
Canvas,43.6,73.6,ringan,tebal,164
Canvas,40.0,68.6,ringan,tebal,155
Canvas,41.7,83.7,ringan,tebal,173
Leather,39.2,74.7,sangat_basah,tipis,248
Leather,38.1,81.8,sangat_basah,tipis,238
Leather,45.5,74.1,sangat_basah,tipis,220
Leather,43.7,63.8,sangat_basah,tipis,221
Leather,42.6,75.2,sangat_basah,tipis,234
Leather,45.5,83.1,sangat_basah,tipis,216
Leather,41.6,62.8,sangat_basah,tipis,225
Leather,42.7,70.0,sangat_basah,tipis,230
Leather,38.4,68.4,sangat_basah,tipis,228
Leather,42.3,83.0,sangat_basah,tipis,217
Leather,40.8,68.7,sangat_basah,sedang,241
Leather,39.8,71.3,sangat_basah,sedang,256
Leather,39.1,64.4,sangat_basah,sedang,230
Leather,45.3,69.1,sangat_basah,sedang,231
Leather,42.6,75.8,sangat_basah,sedang,238
Leather,38.7,84.9,sangat_basah,sedang,245
Leather,42.0,74.9,sangat_basah,sedang,241
Leather,39.7,82.5,sangat_basah,sedang,249
Leather,39.6,64.8,sangat_basah,sedang,245
Leather,42.5,61.6,sangat_basah,sedang,233
Leather,44.2,71.3,sangat_basah,tebal,239
Leather,41.2,74.0,sangat_basah,tebal,270
Leather,39.2,64.5,sangat_basah,tebal,257
Leather,43.2,70.2,sangat_basah,tebal,252
Leather,38.2,63.9,sangat_basah,tebal,274
Leather,38.2,65.5,sangat_basah,tebal,276
Leather,39.8,76.8,sangat_basah,tebal,264
Leather,43.2,66.0,sangat_basah,tebal,259
Leather,38.8,66.1,sangat_basah,tebal,271
Leather,44.6,69.9,sangat_basah,tebal,256
Leather,43.3,65.1,basah,tipis,204
Leather,38.1,62.1,basah,tipis,211
Leather,39.7,60.7,basah,tipis,210
Leather,41.4,82.3,basah,tipis,202
Leather,44.5,68.5,basah,tipis,194
Leather,42.7,66.7,basah,tipis,194
Leather,43.0,70.2,basah,tipis,190
Leather,40.4,83.7,basah,tipis,222
Leather,44.1,63.5,basah,tipis,198
Leather,45.2,80.0,basah,tipis,206
Leather,41.4,60.6,basah,sedang,221
Leather,43.1,66.4,basah,sedang,206
Leather,39.1,80.9,basah,sedang,230
Leather,39.4,66.8,basah,sedang,228
Leather,38.1,82.9,basah,sedang,234
Leather,40.2,73.9,basah,sedang,220
Leather,43.2,80.7,basah,sedang,221
Leather,42.8,76.6,basah,sedang,225
Leather,39.4,82.9,basah,sedang,219
Leather,42.2,61.2,basah,sedang,210
Leather,39.3,78.5,basah,tebal,250
Leather,40.0,69.7,basah,tebal,240
Leather,40.3,68.9,basah,tebal,238
Leather,42.5,71.9,basah,tebal,246
Leather,43.3,83.4,basah,tebal,235
Leather,38.2,66.6,basah,tebal,253
Leather,42.8,61.3,basah,tebal,251
Leather,40.7,79.3,basah,tebal,245
Leather,38.9,61.9,basah,tebal,246
Leather,43.5,70.9,basah,tebal,247
Leather,40.0,80.5,sedang,tipis,196
Leather,40.2,74.8,sedang,tipis,196
Leather,40.9,62.3,sedang,tipis,185
Leather,39.5,73.5,sedang,tipis,196
Leather,45.0,78.3,sedang,tipis,183
Leather,43.5,81.2,sedang,tipis,190
Leather,40.0,72.2,sedang,tipis,193
Leather,39.4,74.2,sedang,tipis,194
Leather,45.3,60.8,sedang,tipis,168
Leather,45.4,84.3,sedang,tipis,186
Leather,45.6,71.9,sedang,sedang,192
Leather,40.6,80.7,sedang,sedang,206
Leather,38.3,74.9,sedang,sedang,208
Leather,38.6,77.4,sedang,sedang,208
Leather,40.7,78.1,sedang,sedang,204
Leather,42.3,79.8,sedang,sedang,199
Leather,40.6,75.6,sedang,sedang,206
Leather,39.9,60.6,sedang,sedang,208
Leather,45.0,60.5,sedang,sedang,191
Leather,45.5,80.0,sedang,sedang,200
Leather,46.0,68.8,sedang,tebal,207
Leather,41.8,75.7,sedang,tebal,230
Leather,45.0,84.6,sedang,tebal,213
Leather,41.4,78.4,sedang,tebal,232
Leather,39.9,62.8,sedang,tebal,215
Leather,40.4,65.8,sedang,tebal,217
Leather,38.3,60.4,sedang,tebal,227
Leather,41.1,77.0,sedang,tebal,225
Leather,39.7,83.7,sedang,tebal,235
Leather,45.6,71.7,sedang,tebal,210
Leather,42.9,64.2,ringan,tipis,162
Leather,42.9,72.8,ringan,tipis,166
Leather,39.8,64.4,ringan,tipis,165
Leather,44.2,68.8,ringan,tipis,156
Leather,38.5,84.2,ringan,tipis,186
Leather,43.6,63.8,ringan,tipis,156
Leather,44.5,65.6,ringan,tipis,159
Leather,42.7,74.5,ringan,tipis,155
Leather,38.7,81.9,ringan,tipis,172
Leather,45.1,83.9,ringan,tipis,158
Leather,44.9,80.2,ringan,sedang,179
Leather,38.7,70.2,ringan,sedang,200
Leather,41.0,66.5,ringan,sedang,181
Leather,38.6,65.5,ringan,sedang,198
Leather,43.5,61.9,ringan,sedang,174
Leather,41.8,74.8,ringan,sedang,189
Leather,44.6,68.7,ringan,sedang,177
Leather,40.1,82.0,ringan,sedang,199
Leather,44.4,76.5,ringan,sedang,180
Leather,43.6,77.0,ringan,sedang,181
Leather,42.9,78.8,ringan,tebal,199
Leather,40.7,78.6,ringan,tebal,206
Leather,39.3,80.4,ringan,tebal,209
Leather,38.1,67.2,ringan,tebal,217
Leather,42.9,84.5,ringan,tebal,193
Leather,43.1,73.5,ringan,tebal,203
Leather,44.2,62.7,ringan,tebal,194
Leather,45.7,68.5,ringan,tebal,200
Leather,43.1,83.3,ringan,tebal,198
Leather,40.4,77.7,ringan,tebal,207
