jenis_sepatu,suhu,kelembapan,tingkat_kebasahan,ketebalan_bahan,waktu
Leather,38.7,70.2,ringan,sedang,243
Leather,41.0,66.5,ringan,sedang,240
Leather,38.6,65.5,ringan,sedang,241
Leather,43.5,61.9,ringan,sedang,240
Leather,41.8,74.8,ringan,sedang,240
Leather,44.6,68.7,ringan,sedang,240
Leather,40.1,82.0,ringan,sedang,242
Leather,44.4,76.5,ringan,sedang,240
Leather,43.6,77.0,ringan,sedang,240
Leather,42.9,78.8,ringan,tebal,240
Leather,40.7,78.6,ringan,tebal,246
Leather,39.3,80.4,ringan,tebal,249
Leather,38.1,67.2,ringan,tebal,255
Leather,42.9,84.5,ringan,tebal,240
Leather,43.1,73.5,ringan,tebal,242
Leather,44.2,62.7,ringan,tebal,240
Leather,45.7,68.5,ringan,tebal,240
Leather,43.1,83.3,ringan,tebal,240
Leather,40.4,77.7,ringan,tebal,247
